Supplier_ID,Supplier_Name,Component_ID,Component_Name,Unit_Price,Currency,MOQ,Lead_Time_Days,Quote_Date,Valid_Until,Payment_Terms,Quality_Rating,On_Time_Delivery
SUP-5769,JDI,COMP-11491,Remote Control,9.39,CNY,500,106,2024-11-07,2025-04-23,LC at Sight,93.6,85.6
SUP-5880,Samsung Display,COMP-78965,Remote Control,4.28,EUR,100,65,2024-11-10,2025-01-31,Net 90,93.4,83.8
SUP-1243,TCL CSOT,COMP-99605,LED Backlight,45.77,EUR,100,87,2024-11-17,2025-05-04,Net 30,98.4,89.7
SUP-7882,AU Optronics,COMP-50712,Remote Control,5.51,USD,2000,42,2024-11-06,2025-02-20,Net 60,96.0,93.5
SUP-9558,Innolux,COMP-71411,Stand,9.57,USD,200,69,2024-11-08,2025-01-15,Net 60,96.1,82.2
SUP-2278,LG Display,COMP-75632,LCD Panel,159.57,USD,100,115,2024-11-11,2025-03-25,LC at Sight,86.1,99.2
SUP-1155,Sharp Corporation,COMP-58729,Power Supply,46.77,USD,1000,57,2024-11-14,2025-03-14,Net 90,85.9,95.8
SUP-5849,BOE Technology,COMP-52449,LED Backlight,37.99,USD,2000,99,2024-11-25,2025-03-10,Net 30,95.0,82.0
SUP-8689,JDI,COMP-16588,Stand,28.52,USD,200,92,2024-11-17,2025-04-25,Net 90,88.5,96.0
SUP-1585,Samsung Display,COMP-67711,QLED Panel,399.86,USD,500,116,2024-11-25,2025-05-09,Net 90,86.1,87.7
SUP-2455,Sharp Corporation,COMP-91900,Stand,31.05,CNY,100,79,2024-11-03,2025-01-17,Net 60,92.2,86.6
SUP-6007,AU Optronics,COMP-65438,Stand,23.51,USD,1000,36,2024-11-01,2025-01-23,Net 60,95.4,89.0
SUP-4815,TCL CSOT,COMP-71664,T-Con Board,38.54,USD,500,78,2024-11-10,2025-01-24,30% Deposit,93.9,96.6
SUP-3457,Visionox,COMP-54991,Stand,33.1,USD,2000,74,2024-11-25,2025-05-10,Net 30,94.3,98.3
SUP-4638,Samsung Display,COMP-43993,QLED Panel,489.72,USD,100,91,2024-11-06,2025-01-31,Net 30,86.3,88.4
SUP-8905,Tianma,COMP-23860,Remote Control,5.59,USD,2000,67,2024-11-05,2025-01-14,Net 30,95.4,86.6
SUP-1548,Samsung Display,COMP-73812,Remote Control,8.68,USD,100,66,2024-11-12,2025-03-26,30% Deposit,86.4,86.0
SUP-5833,Samsung Display,COMP-79480,OLED Panel,479.08,EUR,1000,119,2024-11-28,2025-04-29,Net 60,91.1,98.7
SUP-3882,Tianma,COMP-49286,LED Backlight,45.08,EUR,200,104,2024-11-02,2025-02-10,LC at Sight,88.6,99.8
SUP-4897,Sharp Corporation,COMP-99332,OLED Panel,700.32,USD,1000,62,2024-11-16,2025-05-02,Net 60,88.3,88.4
SUP-2813,LG Display,COMP-39280,Stand,15.11,USD,500,111,2024-11-27,2025-05-22,LC at Sight,98.4,93.1
SUP-9328,TCL CSOT,COMP-33134,Bezel,12.94,USD,200,42,2024-11-05,2025-01-11,Net 30,87.0,88.1
SUP-9186,Sharp Corporation,COMP-42876,OLED Panel,366.57,EUR,2000,33,2024-12-01,2025-04-14,30% Deposit,97.9,81.2
SUP-9048,Sharp Corporation,COMP-52518,Bezel,15.22,USD,2000,49,2024-11-01,2025-01-27,30% Deposit,89.0,99.6
SUP-1985,Innolux,COMP-94133,LED Backlight,49.83,USD,1000,65,2024-11-29,2025-04-04,Net 60,99.3,82.0
SUP-8950,Samsung Display,COMP-30304,Power Supply,39.56,USD,200,103,2024-11-04,2025-01-29,Net 90,93.2,89.1
SUP-3694,Tianma,COMP-35410,QLED Panel,229.42,USD,2000,80,2024-11-22,2025-01-27,Net 90,92.4,93.4
SUP-2862,Innolux,COMP-75153,Power Supply,53.15,USD,2000,111,2024-11-13,2025-02-08,LC at Sight,91.3,92.9
SUP-3617,BOE Technology,COMP-82981,OLED Panel,692.62,EUR,500,35,2024-11-26,2025-04-15,Net 30,85.2,87.8
SUP-6468,TCL CSOT,COMP-68923,LED Backlight,31.55,EUR,500,84,2024-11-26,2025-04-05,Net 30,96.6,82.2
SUP-3065,Innolux,COMP-85144,Power Supply,31.75,EUR,500,118,2024-11-23,2025-01-27,30% Deposit,85.3,85.6
SUP-4272,LG Display,COMP-75879,LCD Panel,201.38,EUR,1000,87,2024-11-09,2025-01-18,LC at Sight,85.5,94.7
SUP-6648,AU Optronics,COMP-74188,Power Supply,60.64,USD,100,90,2024-11-28,2025-03-02,Net 60,86.6,97.2
SUP-1406,Sharp Corporation,COMP-45444,LED Backlight,26.4,CNY,2000,38,2024-11-21,2025-05-16,Net 60,98.5,89.2
SUP-3183,Sharp Corporation,COMP-86772,QLED Panel,317.7,USD,200,111,2024-11-17,2025-01-19,LC at Sight,90.3,91.2
SUP-3602,Visionox,COMP-15355,QLED Panel,360.83,CNY,200,56,2024-11-02,2025-04-23,Net 60,89.6,95.1
SUP-1551,Sharp Corporation,COMP-49317,Power Supply,51.98,CNY,1000,80,2024-11-20,2025-05-12,30% Deposit,95.3,93.6
SUP-1375,AU Optronics,COMP-28131,T-Con Board,29.94,USD,200,87,2024-11-07,2025-01-25,Net 60,94.5,88.7
SUP-5208,Tianma,COMP-72814,OLED Panel,780.13,EUR,1000,37,2024-11-18,2025-03-26,Net 90,94.8,84.8
SUP-5433,Samsung Display,COMP-17127,Stand,39.34,EUR,100,69,2024-11-10,2025-02-22,Net 90,93.4,88.7
SUP-6151,TCL CSOT,COMP-26931,QLED Panel,247.39,USD,500,43,2024-11-28,2025-02-17,Net 30,86.8,83.9
SUP-8684,LG Display,COMP-18875,LCD Panel,289.83,USD,1000,57,2024-11-12,2025-03-24,30% Deposit,94.1,100.0
SUP-8385,LG Display,COMP-44393,Bezel,5.59,USD,200,31,2024-11-25,2025-05-21,30% Deposit,94.5,94.4
SUP-1833,BOE Technology,COMP-79196,Bezel,24.7,USD,200,52,2024-11-15,2025-03-19,Net 60,96.1,88.6
SUP-5477,AU Optronics,COMP-92033,Bezel,11.91,EUR,500,100,2024-12-01,2025-05-20,Net 60,96.1,99.9
SUP-4051,Tianma,COMP-64475,Bezel,17.8,CNY,200,37,2024-11-01,2025-01-16,30% Deposit,90.9,88.5
SUP-3915,TCL CSOT,COMP-89045,Bezel,5.87,CNY,2000,44,2024-11-30,2025-05-04,30% Deposit,93.8,95.2
SUP-4942,JDI,COMP-79947,T-Con Board,53.62,CNY,2000,58,2024-11-08,2025-01-14,Net 30,87.8,98.7
SUP-6523,AU Optronics,COMP-20953,Main Board,102.72,EUR,500,119,2024-11-25,2025-03-02,Net 30,98.1,90.9
SUP-9613,JDI,COMP-76075,LCD Panel,212.72,CNY,2000,49,2024-11-19,2025-03-04,Net 60,92.3,96.3
SUP-6424,AU Optronics,COMP-18875,Main Board,59.33,EUR,100,108,2024-11-28,2025-03-20,LC at Sight,85.1,97.7
SUP-6969,Tianma,COMP-66243,LED Backlight,13.73,EUR,1000,45,2024-11-07,2025-03-04,LC at Sight,97.2,95.9
SUP-2988,Sharp Corporation,COMP-25084,Stand,21.47,EUR,2000,110,2024-11-28,2025-02-13,Net 30,98.8,96.1
SUP-1037,AU Optronics,COMP-74376,LED Backlight,47.07,CNY,200,69,2024-12-01,2025-03-06,LC at Sight,91.6,92.0
SUP-2135,Tianma,COMP-19162,QLED Panel,414.01,USD,100,120,2024-11-23,2025-03-03,LC at Sight,85.3,83.7
SUP-3194,Samsung Display,COMP-35486,T-Con Board,38.78,EUR,500,111,2024-11-19,2025-02-17,Net 60,99.6,98.9
SUP-1262,Innolux,COMP-91016,T-Con Board,46.01,USD,2000,82,2024-11-16,2025-05-06,LC at Sight,87.0,90.7
SUP-6586,JDI,COMP-52484,QLED Panel,168.24,CNY,100,93,2024-11-01,2025-03-11,Net 30,86.8,99.4
SUP-7700,BOE Technology,COMP-31416,Stand,33.42,USD,200,82,2024-11-11,2025-03-27,LC at Sight,92.0,82.8
SUP-4251,BOE Technology,COMP-27831,OLED Panel,379.29,USD,2000,99,2024-11-09,2025-04-20,LC at Sight,96.7,82.1
SUP-4602,Tianma,COMP-56872,QLED Panel,135.8,USD,100,110,2024-11-21,2025-04-16,LC at Sight,99.4,89.7
SUP-7833,TCL CSOT,COMP-87055,Bezel,6.98,USD,2000,113,2024-11-14,2025-04-25,30% Deposit,97.8,82.7
SUP-7834,AU Optronics,COMP-57672,OLED Panel,213.47,EUR,500,52,2024-11-09,2025-04-04,Net 90,98.3,91.4
SUP-6873,LG Display,COMP-27806,Main Board,60.1,EUR,1000,97,2024-11-04,2025-04-09,LC at Sight,89.2,92.3
SUP-9910,BOE Technology,COMP-94382,T-Con Board,16.42,USD,100,50,2024-11-14,2025-03-23,Net 30,88.7,90.2
SUP-5622,BOE Technology,COMP-29663,Bezel,5.08,USD,2000,64,2024-11-29,2025-04-05,Net 90,88.5,93.3
SUP-8837,Samsung Display,COMP-75931,Bezel,18.0,CNY,200,98,2024-11-15,2025-03-05,Net 90,95.1,81.8
SUP-1405,JDI,COMP-44364,Stand,12.34,USD,500,109,2024-11-03,2025-02-02,30% Deposit,91.9,94.4
SUP-3397,Samsung Display,COMP-88968,LCD Panel,230.8,USD,100,99,2024-11-05,2025-02-26,Net 90,94.0,82.0
SUP-1543,TCL CSOT,COMP-19725,T-Con Board,23.14,USD,500,103,2024-11-19,2025-03-30,Net 90,96.4,80.2
SUP-5741,LG Display,COMP-65887,T-Con Board,24.28,USD,500,39,2024-11-11,2025-02-27,Net 90,92.3,91.3
SUP-2324,Samsung Display,COMP-43512,QLED Panel,147.83,USD,100,67,2024-11-26,2025-03-22,Net 60,89.6,84.1
SUP-3524,TCL CSOT,COMP-31937,Stand,30.54,USD,500,98,2024-11-04,2025-01-31,Net 60,89.8,93.2
SUP-3543,BOE Technology,COMP-26104,Bezel,17.28,USD,200,94,2024-12-01,2025-05-04,Net 90,98.1,99.4
SUP-4081,AU Optronics,COMP-57354,QLED Panel,376.8,USD,100,43,2024-11-04,2025-03-12,Net 60,94.3,80.8
SUP-8220,JDI,COMP-64521,LED Backlight,16.05,EUR,1000,79,2024-11-24,2025-04-07,30% Deposit,88.2,88.8
SUP-6864,Samsung Display,COMP-82472,Power Supply,70.65,CNY,1000,64,2024-11-13,2025-02-22,Net 60,99.1,92.2
SUP-9709,TCL CSOT,COMP-21270,Bezel,5.43,USD,200,77,2024-11-21,2025-04-29,30% Deposit,96.7,94.3
SUP-1351,Visionox,COMP-91839,QLED Panel,371.81,USD,200,39,2024-11-19,2025-02-08,Net 60,96.1,96.1
SUP-2309,JDI,COMP-91578,T-Con Board,47.03,USD,200,105,2024-11-26,2025-02-19,Net 30,87.8,97.4
SUP-6302,LG Display,COMP-34926,Remote Control,13.34,CNY,100,65,2024-11-27,2025-05-17,Net 30,97.7,94.3
SUP-5558,Tianma,COMP-22731,OLED Panel,449.74,EUR,500,51,2024-11-01,2025-02-23,Net 30,85.8,89.8
SUP-1567,TCL CSOT,COMP-24286,T-Con Board,45.03,USD,500,38,2024-11-19,2025-03-10,30% Deposit,85.9,86.0
SUP-5613,Innolux,COMP-47624,Remote Control,12.78,USD,500,35,2024-11-17,2025-01-27,LC at Sight,94.7,89.5
SUP-3098,BOE Technology,COMP-35940,QLED Panel,205.03,EUR,500,95,2024-11-23,2025-04-26,Net 60,89.8,84.1
SUP-7811,TCL CSOT,COMP-39275,QLED Panel,201.3,USD,500,120,2024-11-27,2025-05-23,Net 30,98.9,83.5
SUP-1121,AU Optronics,COMP-27457,T-Con Board,38.37,USD,200,54,2024-11-09,2025-02-02,Net 30,92.6,89.1
SUP-2813,TCL CSOT,COMP-31043,T-Con Board,36.74,CNY,2000,47,2024-11-17,2025-03-19,LC at Sight,98.9,97.5
SUP-5423,AU Optronics,COMP-21813,Remote Control,12.06,USD,2000,41,2024-11-14,2025-01-16,30% Deposit,99.6,93.0
SUP-3915,TCL CSOT,COMP-90105,Power Supply,67.24,USD,100,54,2024-11-19,2025-04-16,LC at Sight,89.8,80.2
SUP-4252,BOE Technology,COMP-86006,Remote Control,14.65,USD,200,89,2024-11-04,2025-01-15,LC at Sight,91.4,98.3
SUP-2634,Sharp Corporation,COMP-50216,Remote Control,4.84,CNY,100,117,2024-11-03,2025-02-12,Net 90,96.8,93.9
SUP-8134,TCL CSOT,COMP-14110,LCD Panel,146.82,USD,500,90,2024-11-29,2025-03-02,Net 30,88.3,85.6
SUP-4537,Samsung Display,COMP-14206,Stand,9.0,USD,2000,33,2024-11-01,2025-03-16,Net 30,97.7,87.9
SUP-4788,Tianma,COMP-64748,Bezel,18.87,USD,1000,72,2024-11-20,2025-04-15,Net 90,89.0,90.9
SUP-4018,TCL CSOT,COMP-61739,Power Supply,25.68,EUR,500,30,2024-11-06,2025-02-11,Net 30,98.9,88.3
SUP-3024,TCL CSOT,COMP-17568,T-Con Board,22.24,EUR,200,70,2024-11-25,2025-01-29,30% Deposit,93.3,96.9
SUP-3327,Innolux,COMP-53848,Power Supply,49.85,USD,2000,109,2024-11-05,2025-03-29,Net 60,97.5,84.7
SUP-4072,Visionox,COMP-22275,Stand,24.27,CNY,100,110,2024-11-03,2025-02-28,Net 60,93.4,86.3
SUP-4302,Innolux,COMP-38517,T-Con Board,16.85,CNY,500,108,2024-11-17,2025-03-19,30% Deposit,96.9,86.1
SUP-1010,LG Display,COMP-32670,Bezel,15.34,USD,500,71,2024-11-12,2025-04-18,Net 30,97.0,85.2
SUP-1302,Samsung Display,COMP-71377,QLED Panel,118.26,USD,200,98,2024-11-11,2025-01-17,Net 90,95.2,97.1
SUP-3280,LG Display,COMP-89654,Bezel,21.81,USD,500,48,2024-11-23,2025-02-04,Net 60,97.3,88.8
SUP-1958,TCL CSOT,COMP-83065,Remote Control,12.47,CNY,500,42,2024-11-10,2025-01-14,Net 30,92.8,88.7
SUP-4358,Sharp Corporation,COMP-63510,Main Board,30.63,EUR,2000,45,2024-11-24,2025-03-08,Net 90,89.1,91.4
SUP-5526,Sharp Corporation,COMP-57193,LCD Panel,121.6,CNY,200,89,2024-12-01,2025-04-25,LC at Sight,87.2,93.5
SUP-8434,Sharp Corporation,COMP-39761,LCD Panel,77.66,CNY,2000,82,2024-11-23,2025-02-01,LC at Sight,89.2,94.6
SUP-8135,Innolux,COMP-66362,LED Backlight,44.97,USD,100,92,2024-11-17,2025-02-18,30% Deposit,93.4,95.1
SUP-1171,Tianma,COMP-33601,Remote Control,3.8,EUR,100,75,2024-11-10,2025-05-07,LC at Sight,85.6,83.5
SUP-3324,Tianma,COMP-33747,Remote Control,10.76,EUR,200,36,2024-11-22,2025-03-04,Net 60,96.6,99.0
SUP-9141,BOE Technology,COMP-41508,Power Supply,55.9,EUR,2000,36,2024-11-02,2025-04-23,Net 30,98.4,92.2
SUP-5083,Innolux,COMP-84850,LCD Panel,176.54,USD,2000,69,2024-11-13,2025-04-05,30% Deposit,99.2,93.3
SUP-5417,Innolux,COMP-81880,OLED Panel,356.93,CNY,1000,55,2024-11-28,2025-02-03,Net 60,88.8,85.5
SUP-3128,LG Display,COMP-15446,Remote Control,14.08,CNY,1000,110,2024-11-06,2025-02-22,Net 60,98.5,88.4
SUP-3116,Sharp Corporation,COMP-77054,OLED Panel,470.01,USD,100,96,2024-11-17,2025-04-04,Net 30,93.8,98.5
SUP-5014,AU Optronics,COMP-30060,LED Backlight,45.45,CNY,100,70,2024-11-10,2025-04-03,30% Deposit,100.0,94.6
SUP-3429,Tianma,COMP-51987,Bezel,14.77,EUR,1000,87,2024-11-25,2025-04-01,30% Deposit,98.0,85.1
SUP-1012,Innolux,COMP-68932,Stand,16.08,CNY,2000,50,2024-11-17,2025-01-26,Net 60,88.9,83.5
SUP-8558,TCL CSOT,COMP-66469,Power Supply,27.39,USD,500,66,2024-11-23,2025-02-26,LC at Sight,100.0,92.7
SUP-2700,Tianma,COMP-93325,T-Con Board,19.3,USD,500,55,2024-11-01,2025-04-16,Net 30,96.7,96.9
SUP-1924,Samsung Display,COMP-88784,Remote Control,9.58,USD,500,78,2024-11-21,2025-04-04,Net 30,87.9,83.9
SUP-5350,Sharp Corporation,COMP-86501,Stand,27.01,USD,200,40,2024-11-25,2025-04-07,Net 60,91.1,95.0
SUP-7916,AU Optronics,COMP-46375,Bezel,18.97,USD,1000,44,2024-11-13,2025-04-07,Net 60,90.2,86.1
SUP-6293,LG Display,COMP-60529,Main Board,74.36,CNY,200,102,2024-11-24,2025-05-03,Net 90,88.6,83.4
SUP-1679,JDI,COMP-63419,T-Con Board,42.48,CNY,1000,54,2024-11-29,2025-03-02,30% Deposit,93.8,83.9
SUP-1033,Sharp Corporation,COMP-46335,T-Con Board,36.73,USD,500,57,2024-11-09,2025-04-24,LC at Sight,95.9,87.2
SUP-2543,JDI,COMP-51212,OLED Panel,453.58,USD,200,74,2024-11-15,2025-02-16,Net 30,99.6,93.6
SUP-2667,Innolux,COMP-88634,OLED Panel,523.21,USD,500,113,2024-11-12,2025-03-21,Net 60,93.4,85.9
SUP-8004,Tianma,COMP-32664,Remote Control,7.34,USD,200,76,2024-11-29,2025-01-29,Net 90,90.7,80.5
SUP-3296,Sharp Corporation,COMP-69705,Power Supply,79.11,USD,2000,83,2024-11-20,2025-03-19,Net 60,88.9,85.9
SUP-4014,AU Optronics,COMP-46657,Main Board,95.56,CNY,2000,45,2024-11-08,2025-04-12,Net 90,98.0,89.3
SUP-9697,Visionox,COMP-47866,OLED Panel,312.56,USD,1000,38,2024-11-02,2025-04-20,Net 60,85.6,91.6
SUP-8318,Tianma,COMP-60533,LED Backlight,41.17,USD,100,91,2024-11-02,2025-04-15,30% Deposit,95.0,93.8
SUP-7579,Tianma,COMP-59699,LCD Panel,159.0,USD,1000,69,2024-11-23,2025-04-05,LC at Sight,93.2,88.6
SUP-8304,Samsung Display,COMP-83413,Remote Control,13.85,CNY,200,64,2024-11-02,2025-04-25,Net 60,96.4,89.1
SUP-5890,BOE Technology,COMP-81388,OLED Panel,456.85,USD,1000,58,2024-11-16,2025-05-07,Net 60,99.2,85.5
SUP-3152,LG Display,COMP-42443,Remote Control,6.89,USD,200,96,2024-11-07,2025-02-13,Net 90,92.2,99.6
SUP-4913,AU Optronics,COMP-83151,Power Supply,34.03,USD,500,98,2024-11-12,2025-03-23,LC at Sight,95.2,90.8
SUP-2403,Tianma,COMP-44730,Stand,39.75,USD,200,65,2024-11-16,2025-03-09,30% Deposit,96.4,87.7
SUP-3115,Samsung Display,COMP-31243,QLED Panel,258.52,USD,2000,57,2024-11-08,2025-04-01,Net 60,94.5,97.3
SUP-2358,AU Optronics,COMP-72536,Main Board,86.12,USD,200,47,2024-11-27,2025-04-15,30% Deposit,97.1,89.0
SUP-9106,Sharp Corporation,COMP-66904,Remote Control,3.28,USD,500,52,2024-11-09,2025-04-28,Net 90,99.3,91.0
SUP-7708,TCL CSOT,COMP-38610,OLED Panel,279.74,CNY,1000,94,2024-11-16,2025-03-17,Net 30,89.7,90.3
SUP-1815,BOE Technology,COMP-77696,LED Backlight,16.73,USD,200,115,2024-12-01,2025-02-22,Net 30,85.8,91.8
SUP-1637,AU Optronics,COMP-11984,OLED Panel,513.24,USD,2000,78,2024-11-08,2025-05-07,Net 30,96.0,96.8
SUP-5795,BOE Technology,COMP-16300,OLED Panel,252.61,USD,1000,100,2024-11-21,2025-04-08,Net 30,91.1,91.7
SUP-1229,Visionox,COMP-23694,Bezel,22.75,EUR,1000,56,2024-11-12,2025-04-29,Net 90,98.8,86.1
SUP-7599,Sharp Corporation,COMP-57777,QLED Panel,445.97,USD,200,71,2024-11-05,2025-04-28,LC at Sight,86.2,93.9
SUP-5190,Tianma,COMP-13815,Remote Control,13.71,EUR,200,53,2024-11-11,2025-03-28,Net 30,89.8,87.9
SUP-1780,Samsung Display,COMP-87885,LCD Panel,270.7,EUR,2000,112,2024-11-29,2025-03-13,Net 30,90.5,91.9
SUP-5264,LG Display,COMP-74424,LED Backlight,30.27,USD,2000,90,2024-11-02,2025-02-25,Net 30,96.6,90.4
SUP-8158,Tianma,COMP-40103,Bezel,13.07,CNY,500,80,2024-11-29,2025-03-19,30% Deposit,88.4,89.6
SUP-1680,Tianma,COMP-65015,Bezel,5.54,CNY,1000,112,2024-11-15,2025-03-09,Net 30,90.1,83.7
SUP-1396,Tianma,COMP-31031,Bezel,10.37,USD,1000,53,2024-12-01,2025-03-15,Net 60,91.4,85.3
SUP-8216,Tianma,COMP-83969,T-Con Board,43.88,USD,1000,89,2024-11-03,2025-04-30,Net 60,94.7,88.7
SUP-2718,Visionox,COMP-91874,T-Con Board,23.74,USD,200,49,2024-11-13,2025-02-18,Net 60,85.9,94.4
SUP-1178,JDI,COMP-30130,Stand,15.76,USD,200,85,2024-11-13,2025-03-27,Net 30,97.8,96.8
SUP-7972,Tianma,COMP-92774,Stand,13.33,CNY,200,30,2024-11-19,2025-04-23,30% Deposit,97.8,83.3
SUP-8202,Sharp Corporation,COMP-12283,OLED Panel,672.71,USD,500,47,2024-11-19,2025-01-22,Net 30,87.7,86.1
SUP-3045,TCL CSOT,COMP-66396,Remote Control,10.88,EUR,500,73,2024-11-15,2025-03-02,Net 90,92.5,83.1
SUP-1612,Visionox,COMP-49002,QLED Panel,459.42,USD,500,34,2024-11-04,2025-01-29,Net 90,94.5,94.6
SUP-6680,AU Optronics,COMP-19768,LCD Panel,192.75,USD,1000,50,2024-11-30,2025-03-08,LC at Sight,97.3,94.6
SUP-5734,LG Display,COMP-32003,Remote Control,4.13,USD,2000,57,2024-11-18,2025-02-28,Net 60,88.2,96.9
SUP-7783,Sharp Corporation,COMP-15159,QLED Panel,272.17,EUR,500,103,2024-11-02,2025-01-08,30% Deposit,95.0,85.7
SUP-5001,Tianma,COMP-21390,Power Supply,20.21,USD,100,120,2024-11-05,2025-02-21,Net 30,94.9,81.3
SUP-2272,Samsung Display,COMP-67921,Stand,18.54,EUR,200,59,2024-11-26,2025-04-01,LC at Sight,99.1,87.4
SUP-2225,LG Display,COMP-63460,LED Backlight,41.63,USD,200,47,2024-11-22,2025-01-30,Net 90,91.1,85.5
SUP-1624,TCL CSOT,COMP-14379,QLED Panel,380.81,CNY,200,84,2024-11-13,2025-04-30,LC at Sight,94.7,87.3
SUP-7595,TCL CSOT,COMP-80050,LED Backlight,36.94,USD,100,59,2024-11-09,2025-02-23,Net 30,98.9,90.1
SUP-8832,Tianma,COMP-42250,QLED Panel,234.18,USD,2000,66,2024-11-01,2025-02-14,Net 60,89.3,84.0
SUP-7482,JDI,COMP-74557,QLED Panel,213.01,CNY,2000,37,2024-11-06,2025-04-06,LC at Sight,95.0,97.8
SUP-4401,Sharp Corporation,COMP-91641,Stand,24.55,USD,100,50,2024-11-14,2025-02-03,LC at Sight,88.1,100.0
SUP-7576,Samsung Display,COMP-26835,Stand,34.51,EUR,100,41,2024-11-07,2025-02-27,LC at Sight,93.8,84.4
SUP-7957,LG Display,COMP-45070,LCD Panel,234.52,USD,100,101,2024-11-09,2025-04-14,LC at Sight,95.1,86.1
SUP-8037,Tianma,COMP-39369,LCD Panel,178.01,USD,500,108,2024-11-16,2025-01-18,30% Deposit,88.4,93.7
SUP-7977,Sharp Corporation,COMP-26917,LCD Panel,263.52,EUR,500,120,2024-11-26,2025-03-25,Net 60,87.0,90.6
SUP-4732,AU Optronics,COMP-78494,Remote Control,9.77,USD,200,54,2024-11-29,2025-05-11,30% Deposit,90.6,89.6
SUP-1755,AU Optronics,COMP-29927,Bezel,8.4,EUR,100,51,2024-11-16,2025-02-26,30% Deposit,94.4,90.0
SUP-3593,BOE Technology,COMP-24556,LCD Panel,274.2,USD,2000,62,2024-11-08,2025-04-17,Net 60,92.6,82.6
SUP-6650,Visionox,COMP-69203,QLED Panel,192.83,EUR,2000,67,2024-11-29,2025-04-18,LC at Sight,91.3,81.8
SUP-8816,Innolux,COMP-79005,T-Con Board,30.32,USD,2000,109,2024-11-22,2025-04-10,Net 60,97.5,82.3
SUP-2354,TCL CSOT,COMP-88880,QLED Panel,477.12,CNY,1000,47,2024-11-18,2025-02-27,30% Deposit,96.1,99.8
SUP-2053,Samsung Display,COMP-79387,LCD Panel,240.09,USD,200,59,2024-11-11,2025-04-18,Net 30,94.9,82.2
SUP-6394,Sharp Corporation,COMP-24257,Remote Control,3.14,USD,1000,119,2024-11-01,2025-01-02,Net 90,85.6,80.3
SUP-6726,AU Optronics,COMP-88050,QLED Panel,176.08,USD,200,48,2024-11-10,2025-03-26,Net 30,95.7,85.9
SUP-8735,Tianma,COMP-90298,Main Board,31.76,EUR,1000,49,2024-11-13,2025-01-28,Net 90,97.7,89.3
SUP-1854,Samsung Display,COMP-56162,OLED Panel,691.43,USD,500,35,2024-11-18,2025-02-25,30% Deposit,100.0,89.4
SUP-7524,Samsung Display,COMP-75223,Bezel,17.64,USD,500,108,2024-11-06,2025-04-14,Net 60,92.2,81.7
SUP-9040,LG Display,COMP-12192,T-Con Board,28.43,CNY,1000,73,2024-11-05,2025-03-22,Net 30,96.0,90.7
SUP-5696,Tianma,COMP-40863,OLED Panel,388.41,EUR,100,69,2024-11-28,2025-04-17,LC at Sight,91.3,84.0
SUP-1946,BOE Technology,COMP-99178,Stand,12.0,USD,500,32,2024-11-04,2025-03-25,Net 30,91.1,80.4
SUP-1453,Sharp Corporation,COMP-31020,LED Backlight,27.38,USD,100,39,2024-11-05,2025-03-18,30% Deposit,87.3,87.6
SUP-2176,BOE Technology,COMP-86567,Remote Control,14.63,USD,1000,55,2024-11-26,2025-02-10,Net 30,91.3,83.5
SUP-4589,JDI,COMP-58923,Stand,26.11,USD,200,101,2024-11-03,2025-01-13,30% Deposit,99.9,85.6
SUP-9224,Tianma,COMP-34296,Remote Control,10.93,EUR,200,60,2024-12-01,2025-03-13,LC at Sight,96.1,99.1
SUP-7971,TCL CSOT,COMP-83209,Stand,33.54,EUR,200,68,2024-11-12,2025-03-13,Net 30,87.5,83.7
SUP-7038,Samsung Display,COMP-16817,Stand,20.59,USD,500,81,2024-11-24,2025-03-18,Net 90,88.9,97.1
SUP-8870,AU Optronics,COMP-53348,Bezel,19.75,EUR,200,68,2024-11-11,2025-03-02,Net 60,93.1,80.6
SUP-4374,Visionox,COMP-66175,LCD Panel,167.05,USD,1000,89,2024-11-23,2025-02-23,LC at Sight,99.2,94.7
SUP-5340,Samsung Display,COMP-56877,OLED Panel,603.21,CNY,2000,67,2024-11-14,2025-02-21,30% Deposit,92.7,95.3
SUP-9500,Samsung Display,COMP-11426,LED Backlight,10.39,EUR,500,113,2024-11-17,2025-01-17,30% Deposit,98.4,91.4
SUP-6106,BOE Technology,COMP-36101,Remote Control,6.11,CNY,2000,100,2024-11-02,2025-02-07,Net 60,99.8,81.3
SUP-7849,AU Optronics,COMP-32378,QLED Panel,305.6,USD,100,54,2024-11-17,2025-04-17,30% Deposit,98.4,98.3
SUP-6145,Innolux,COMP-76696,Power Supply,26.12,USD,1000,109,2024-11-24,2025-04-01,30% Deposit,85.8,84.0
SUP-5426,Innolux,COMP-70027,Remote Control,5.0,USD,1000,71,2024-11-23,2025-05-06,Net 90,93.5,88.6
SUP-6397,Innolux,COMP-87082,Remote Control,9.15,USD,500,36,2024-11-16,2025-05-06,30% Deposit,88.1,83.0
SUP-5294,AU Optronics,COMP-88293,Bezel,8.56,USD,100,119,2024-11-26,2025-01-27,LC at Sight,89.9,88.9
SUP-7680,JDI,COMP-77064,T-Con Board,31.93,USD,500,75,2024-11-04,2025-04-27,Net 90,94.0,95.3
SUP-9161,JDI,COMP-25309,LCD Panel,176.86,EUR,100,58,2024-11-29,2025-01-28,Net 60,92.4,88.1
SUP-3366,Samsung Display,COMP-53851,OLED Panel,582.22,USD,1000,40,2024-11-10,2025-02-04,Net 30,99.0,82.1
